Time,Temperature(â„ƒ),Humidity(%RH),MAC address(49:42:08:00:6E:9A)
12/03/2024 3:40,38.08,54.78,
12/03/2024 3:30,38.06,54.71,
12/03/2024 3:20,38.05,54.63,
12/03/2024 3:10,38.03,54.56,
12/03/2024 3:00,38.02,54.49,
12/03/2024 2:50,38,54.41,
12/03/2024 2:40,37.99,54.34,
12/03/2024 2:30,37.98,54.27,
12/03/2024 2:20,38.09,54.13,
12/03/2024 2:10,38.07,54.25,
12/03/2024 2:00,38.05,54.37,
12/03/2024 1:50,38.03,54.49,
12/03/2024 1:40,38.01,54.61,
12/03/2024 1:30,37.99,54.73,
12/03/2024 1:20,37.97,54.85,
12/03/2024 1:10,37.95,54.97,
12/03/2024 1:00,37.93,55.09,
12/03/2024 0:50,37.91,55.2,
12/03/2024 0:40,38.1,53.92,
12/03/2024 0:30,38.07,54.01,
12/03/2024 0:20,38.05,54.1,
12/03/2024 0:10,38.02,54.18,
12/03/2024 0:00,38,54.27,
11/03/2024 23:50,37.97,54.36,
11/03/2024 23:40,37.95,54.44,
11/03/2024 23:30,37.92,54.53,
11/03/2024 23:20,37.9,54.62,
11/03/2024 23:10,37.88,54.7,
11/03/2024 23:00,38.11,53.66,
11/03/2024 22:50,38.08,53.78,
11/03/2024 22:40,38.05,53.9,
11/03/2024 22:30,38.02,54.01,
11/03/2024 22:20,37.99,54.13,
11/03/2024 22:10,37.96,54.25,
11/03/2024 22:00,37.93,54.36,
11/03/2024 21:50,37.9,54.48,
11/03/2024 21:40,37.87,54.6,
11/03/2024 21:30,37.85,54.71,
11/03/2024 21:20,38.04,53.94,
11/03/2024 21:10,38,54.05,
11/03/2024 21:00,37.96,54.16,
11/03/2024 20:50,37.93,54.26,
11/03/2024 20:40,37.89,54.37,
11/03/2024 20:30,37.86,54.48,
11/03/2024 20:20,37.82,54.58,
11/03/2024 20:10,37.79,54.69,
11/03/2024 20:00,37.75,54.8,
11/03/2024 19:50,37.72,54.9,
11/03/2024 19:40,38.1,54.9,
11/03/2024 19:30,38.06,55.05,
11/03/2024 19:20,38.03,55.2,
11/03/2024 19:10,38,55.34,
11/03/2024 19:00,37.97,55.49,
11/03/2024 18:50,37.93,55.63,
11/03/2024 18:40,37.9,55.78,
11/03/2024 18:30,37.87,55.92,
11/03/2024 18:20,37.84,56.07,
11/03/2024 18:10,37.81,56.21,
11/03/2024 18:00,37.98,56.25,
11/03/2024 17:50,37.96,56.09,
11/03/2024 17:40,37.94,55.93,
11/03/2024 17:30,37.92,55.77,
11/03/2024 17:20,37.9,55.61,
11/03/2024 17:10,37.89,55.45,
11/03/2024 17:00,37.87,55.29,
11/03/2024 16:50,37.85,55.13,
11/03/2024 16:40,37.83,54.97,
11/03/2024 16:30,37.82,54.81,
11/03/2024 16:20,37.88,54.63,
11/03/2024 16:10,37.85,54,
11/03/2024 16:00,37.82,53.37,
11/03/2024 15:50,37.79,52.75,
11/03/2024 15:40,37.76,52.12,
11/03/2024 15:30,37.73,51.49,
11/03/2024 15:20,37.7,50.87,
11/03/2024 15:10,37.67,50.24,
11/03/2024 15:00,37.64,49.61,
11/03/2024 14:50,37.61,48.99,
11/03/2024 14:40,37.48,47.61,
11/03/2024 14:30,37.55,44.62,
11/03/2024 14:20,37.62,41.64,
11/03/2024 14:10,37.69,38.65,
11/03/2024 14:00,37.76,35.67,
11/03/2024 13:50,37.83,32.68,
11/03/2024 13:40,37.9,29.7,
11/03/2024 13:30,37.97,26.71,
11/03/2024 13:20,38.04,23.73,
11/03/2024 13:10,38.11,20.75,
11/03/2024 13:00,38.41,27.79,
11/03/2024 12:50,38.36,29.19,
11/03/2024 12:40,38.31,30.58,
11/03/2024 12:30,38.27,31.98,
11/03/2024 12:20,38.22,33.37,
11/03/2024 12:10,38.17,34.77,
11/03/2024 12:00,38.13,36.16,
11/03/2024 11:50,38.08,37.56,
11/03/2024 11:40,38.03,38.95,
11/03/2024 11:30,37.99,40.34,
11/03/2024 11:20,37.91,23.18,
11/03/2024 11:10,37.94,25.39,
11/03/2024 11:00,37.96,27.6,
11/03/2024 10:50,37.98,29.81,
11/03/2024 10:40,38,32.02,
11/03/2024 10:30,38.03,34.23,
11/03/2024 10:20,38.05,36.44,
11/03/2024 10:10,38.07,38.65,
11/03/2024 10:00,38.09,40.86,
11/03/2024 9:50,38.11,43.07,
11/03/2024 9:40,38.11,43.06,
11/03/2024 9:30,38.18,42.83,
11/03/2024 9:20,38.24,42.6,
11/03/2024 9:10,38.3,42.37,
11/03/2024 9:00,38.36,42.14,
11/03/2024 8:50,38.42,41.91,
11/03/2024 8:40,38.48,41.68,
11/03/2024 8:30,38.54,41.45,
11/03/2024 8:20,38.6,41.22,
11/03/2024 8:10,38.66,41,
11/03/2024 8:00,38.8,41.26,
11/03/2024 7:50,38.76,41.47,
11/03/2024 7:40,38.72,41.68,
11/03/2024 7:30,38.69,41.88,
11/03/2024 7:20,38.65,42.09,
11/03/2024 7:10,38.62,42.3,
11/03/2024 7:00,38.58,42.5,
11/03/2024 6:50,38.55,42.71,
11/03/2024 6:40,38.51,42.92,
11/03/2024 6:30,38.48,43.12,
11/03/2024 6:20,38.72,43.39,
11/03/2024 6:10,38.67,43.25,
11/03/2024 6:00,38.63,43.11,
11/03/2024 5:50,38.59,42.97,
11/03/2024 5:40,38.55,42.83,
11/03/2024 5:30,38.51,42.69,
11/03/2024 5:20,38.47,42.55,
11/03/2024 5:10,38.43,42.41,
11/03/2024 5:00,38.39,42.27,
11/03/2024 4:50,38.35,42.13,
11/03/2024 4:40,38.59,42.48,
11/03/2024 4:30,38.53,42.69,
11/03/2024 4:20,38.48,42.89,
11/03/2024 4:10,38.43,43.09,
11/03/2024 4:00,38.37,43.29,
11/03/2024 3:50,38.32,43.5,
11/03/2024 3:40,38.27,43.7,
11/03/2024 3:30,38.21,43.9,
11/03/2024 3:20,38.16,44.1,
11/03/2024 3:10,38.11,44.3,
11/03/2024 3:00,38.56,43.52,
11/03/2024 2:50,38.5,43.71,
11/03/2024 2:40,38.45,43.9,
11/03/2024 2:30,38.4,44.09,
11/03/2024 2:20,38.35,44.28,
11/03/2024 2:10,38.3,44.47,
11/03/2024 2:00,38.25,44.66,
11/03/2024 1:50,38.2,44.85,
11/03/2024 1:40,38.15,45.04,
11/03/2024 1:30,38.1,45.22,
11/03/2024 1:20,38.6,43.85,
11/03/2024 1:10,38.54,44.07,
11/03/2024 1:00,38.49,44.28,
11/03/2024 0:50,38.44,44.49,
11/03/2024 0:40,38.39,44.7,
11/03/2024 0:30,38.33,44.91,
11/03/2024 0:20,38.28,45.12,
11/03/2024 0:10,38.23,45.33,
11/03/2024 0:00,38.18,45.54,
10/03/2024 23:50,38.13,45.75,
10/03/2024 23:40,38.11,46.35,
10/03/2024 23:30,38.16,46.16,
10/03/2024 23:20,38.2,45.97,
10/03/2024 23:10,38.24,45.78,
10/03/2024 23:00,38.28,45.59,
10/03/2024 22:50,38.32,45.4,
10/03/2024 22:40,38.36,45.21,
10/03/2024 22:30,38.4,45.02,
10/03/2024 22:20,38.44,44.83,
10/03/2024 22:10,38.48,44.65,
10/03/2024 22:00,38.57,45.01,
10/03/2024 21:50,38.51,45.24,
10/03/2024 21:40,38.46,45.46,
10/03/2024 21:30,38.41,45.69,
10/03/2024 21:20,38.36,45.91,
10/03/2024 21:10,38.31,46.14,
10/03/2024 21:00,38.26,46.36,
10/03/2024 20:50,38.21,46.59,
10/03/2024 20:40,38.16,46.81,
10/03/2024 20:30,38.11,47.03,
10/03/2024 20:20,38.13,45.68,
10/03/2024 20:10,38.18,45.96,
10/03/2024 20:00,38.23,46.24,
10/03/2024 19:50,38.27,46.51,
10/03/2024 19:40,38.32,46.79,
10/03/2024 19:30,38.36,47.06,
10/03/2024 19:20,38.41,47.34,
10/03/2024 19:10,38.45,47.61,
10/03/2024 19:00,38.5,47.89,
10/03/2024 18:50,38.54,48.16,
10/03/2024 18:40,38.29,46.98,
10/03/2024 18:30,38.34,47.16,
10/03/2024 18:20,38.38,47.33,
10/03/2024 18:10,38.42,47.5,
10/03/2024 18:00,38.46,47.68,
10/03/2024 17:50,38.51,47.85,
10/03/2024 17:40,38.55,48.02,
10/03/2024 17:30,38.59,48.2,
10/03/2024 17:20,38.63,48.37,
10/03/2024 17:10,38.67,48.54,
10/03/2024 17:00,38.22,47.02,
10/03/2024 16:50,38.27,47.23,
10/03/2024 16:40,38.32,47.43,
10/03/2024 16:30,38.36,47.63,
10/03/2024 16:20,38.41,47.84,
10/03/2024 16:10,38.45,48.04,
10/03/2024 16:00,38.5,48.24,
10/03/2024 15:50,38.54,48.45,
10/03/2024 15:40,38.59,48.65,
10/03/2024 15:30,38.63,48.85,
10/03/2024 15:20,38.22,48.12,
10/03/2024 15:10,38.27,48.3,
10/03/2024 15:00,38.31,48.47,
10/03/2024 14:50,38.36,48.65,
10/03/2024 14:40,38.4,48.82,
10/03/2024 14:30,38.45,49,
10/03/2024 14:20,38.49,49.17,
10/03/2024 14:10,38.54,49.35,
10/03/2024 14:00,38.58,49.52,
10/03/2024 13:50,38.62,49.69,
10/03/2024 13:40,38.22,49.76,
10/03/2024 13:30,38.26,50.02,
10/03/2024 13:20,38.3,50.28,
10/03/2024 13:10,38.34,50.54,
10/03/2024 13:00,38.38,50.8,
10/03/2024 12:50,38.42,51.06,
10/03/2024 12:40,38.46,51.32,
10/03/2024 12:30,38.5,51.58,
10/03/2024 12:20,38.54,51.84,
10/03/2024 12:10,38.58,52.1,
10/03/2024 12:00,38.48,51.85,
10/03/2024 11:50,38.43,52.2,
10/03/2024 11:40,38.39,52.54,
10/03/2024 11:30,38.35,52.89,
10/03/2024 11:20,38.31,53.23,
10/03/2024 11:10,38.26,53.58,
10/03/2024 11:00,38.22,53.92,
10/03/2024 10:50,38.18,54.27,
10/03/2024 10:40,38.14,54.61,
10/03/2024 10:30,38.1,54.95,
10/03/2024 10:20,38.35,55.3,
10/03/2024 10:10,38.29,55.59,
10/03/2024 10:00,38.23,55.88,
10/03/2024 9:50,38.18,56.17,
10/03/2024 9:40,38.12,56.46,
10/03/2024 9:30,38.06,56.74,
10/03/2024 9:20,38.01,57.03,
10/03/2024 9:10,37.95,57.32,
10/03/2024 9:00,37.89,57.61,
10/03/2024 8:50,37.84,57.89,
10/03/2024 8:40,37.81,57.89,
10/03/2024 8:30,37.87,57.6,
10/03/2024 8:20,37.93,57.31,
10/03/2024 8:10,37.99,57.03,
10/03/2024 8:00,38.05,56.74,
10/03/2024 7:50,38.11,56.45,
10/03/2024 7:40,38.17,56.17,
10/03/2024 7:30,38.23,55.88,
10/03/2024 7:20,38.29,55.59,
10/03/2024 7:10,38.35,55.31,
10/03/2024 7:00,38.22,57.91,
10/03/2024 6:50,38.16,57.62,
10/03/2024 6:40,38.1,57.33,
10/03/2024 6:30,38.05,57.04,
10/03/2024 6:20,37.99,56.75,
10/03/2024 6:10,37.94,56.46,
10/03/2024 6:00,37.88,56.17,
10/03/2024 5:50,37.83,55.88,
10/03/2024 5:40,37.77,55.59,
10/03/2024 5:30,37.72,55.31,
10/03/2024 5:20,38.22,54.81,
10/03/2024 5:10,38.15,55.12,
10/03/2024 5:00,38.08,55.43,
10/03/2024 4:50,38.02,55.73,
10/03/2024 4:40,37.95,56.04,
10/03/2024 4:30,37.89,56.35,
10/03/2024 4:20,37.82,56.65,
10/03/2024 4:10,37.76,56.96,
10/03/2024 4:00,37.69,57.27,
10/03/2024 3:50,37.63,57.57,
10/03/2024 3:40,38.12,55.02,
10/03/2024 3:30,38.06,55.33,
10/03/2024 3:20,38.01,55.64,
10/03/2024 3:10,37.96,55.95,
10/03/2024 3:00,37.91,56.26,
10/03/2024 1:50,37.86,56.57,
10/03/2024 1:40,37.81,56.88,
10/03/2024 1:30,37.76,57.19,
10/03/2024 1:20,37.71,57.5,
10/03/2024 1:10,37.66,57.81,
10/03/2024 1:00,38.22,58.05,
10/03/2024 0:50,38.17,57.7,
10/03/2024 0:40,38.12,57.36,
10/03/2024 0:30,38.07,57.02,
10/03/2024 0:20,38.02,56.68,
10/03/2024 0:10,37.98,56.33,
10/03/2024 0:00,37.93,55.99,
9/03/2024 23:50,37.88,55.65,
9/03/2024 23:40,37.83,55.31,
9/03/2024 23:30,37.79,54.97,
9/03/2024 23:20,37.61,58.1,
9/03/2024 23:10,37.68,57.78,
9/03/2024 23:00,37.75,57.47,
9/03/2024 22:50,37.81,57.16,
9/03/2024 22:40,37.88,56.85,
9/03/2024 22:30,37.95,56.54,
9/03/2024 22:20,38.01,56.23,
9/03/2024 22:10,38.08,55.92,
9/03/2024 22:00,38.15,55.61,
9/03/2024 21:50,38.21,55.3,
9/03/2024 21:40,38.13,55.26,
9/03/2024 21:30,38.08,55.6,
9/03/2024 21:20,38.03,55.94,
9/03/2024 21:10,37.99,56.27,
9/03/2024 21:00,37.94,56.61,
9/03/2024 20:50,37.89,56.94,
9/03/2024 20:40,37.85,57.28,
9/03/2024 20:30,37.8,57.61,
9/03/2024 20:20,37.75,57.95,
9/03/2024 20:10,37.71,58.28,
9/03/2024 20:00,38.16,58.48,
9/03/2024 19:50,38.12,58.13,
9/03/2024 19:40,38.08,57.78,
9/03/2024 19:30,38.04,57.43,
9/03/2024 19:20,38,57.08,
9/03/2024 19:10,37.97,56.73,
9/03/2024 19:00,37.93,56.38,
9/03/2024 18:50,37.89,56.03,
9/03/2024 18:40,37.85,55.68,
9/03/2024 18:30,37.82,55.33,
9/03/2024 18:20,37.88,58.53,
9/03/2024 18:10,37.94,58.27,
9/03/2024 18:00,38,58.01,
9/03/2024 17:50,38.05,57.75,
9/03/2024 17:40,38.11,57.49,
9/03/2024 17:30,38.16,57.23,
9/03/2024 17:20,38.22,56.97,
9/03/2024 17:10,38.27,56.71,
9/03/2024 17:00,38.33,56.45,
9/03/2024 16:50,38.38,56.19,
9/03/2024 16:40,38.16,58.09,
9/03/2024 16:30,38.12,57.9,
9/03/2024 16:20,38.09,57.71,
9/03/2024 16:10,38.05,57.52,
9/03/2024 16:00,38.02,57.33,
9/03/2024 15:50,37.98,57.15,
9/03/2024 15:40,37.95,56.96,
9/03/2024 15:30,37.91,56.77,
9/03/2024 15:20,37.88,56.58,
9/03/2024 15:10,37.85,56.4,
9/03/2024 15:00,38.08,56.8,
9/03/2024 14:50,38.15,56.53,
9/03/2024 14:40,38.21,56.27,
9/03/2024 14:30,38.28,56.01,
9/03/2024 14:20,38.34,55.74,
9/03/2024 14:10,38.41,55.48,
9/03/2024 14:00,38.47,55.22,
9/03/2024 13:50,38.54,54.95,
9/03/2024 13:40,38.6,54.69,
9/03/2024 13:30,38.66,54.43,
9/03/2024 13:20,38.63,53.64,
9/03/2024 13:10,38.59,51.72,
9/03/2024 13:00,38.55,49.81,
9/03/2024 12:50,38.51,47.89,
9/03/2024 12:40,38.47,45.98,
9/03/2024 12:30,38.44,44.06,
9/03/2024 12:20,38.4,42.15,
9/03/2024 12:10,38.36,40.23,
9/03/2024 12:00,38.32,38.32,
9/03/2024 11:50,38.29,36.41,
9/03/2024 11:40,38.61,56.89,
9/03/2024 11:30,38.59,56.67,
9/03/2024 11:20,38.58,56.45,
9/03/2024 11:10,38.56,56.23,
9/03/2024 11:00,38.55,56.01,
9/03/2024 10:50,38.53,55.79,
9/03/2024 10:40,38.52,55.57,
9/03/2024 10:30,38.5,55.35,
9/03/2024 10:20,38.49,55.13,
9/03/2024 10:10,38.48,54.91,
9/03/2024 10:00,38.41,55.91,
9/03/2024 9:50,38.44,55.57,
9/03/2024 9:40,38.46,55.24,
9/03/2024 9:30,38.49,54.91,
9/03/2024 9:20,38.51,54.57,
9/03/2024 9:10,38.54,54.24,
9/03/2024 9:00,38.56,53.91,
9/03/2024 8:50,38.59,53.57,
9/03/2024 8:40,38.61,53.24,
9/03/2024 8:30,38.63,52.91,
9/03/2024 8:20,38.48,52.81,
9/03/2024 8:10,38.51,52.95,
9/03/2024 8:00,38.54,53.09,
9/03/2024 7:50,38.56,53.22,
9/03/2024 7:40,38.59,53.36,
9/03/2024 7:30,38.62,53.5,
9/03/2024 7:20,38.64,53.63,
9/03/2024 7:10,38.67,53.77,
9/03/2024 7:00,38.7,53.91,
9/03/2024 6:50,38.72,54.04,
9/03/2024 6:40,38.66,53.77,
9/03/2024 6:30,38.64,53.61,
9/03/2024 6:20,38.62,53.45,
9/03/2024 6:10,38.6,53.29,
9/03/2024 6:00,38.58,53.13,
9/03/2024 5:50,38.56,52.97,
9/03/2024 5:40,38.54,52.81,
9/03/2024 5:30,38.52,52.65,
9/03/2024 5:20,38.5,52.49,
9/03/2024 5:10,38.48,52.33,
9/03/2024 5:00,38.48,53.42,
9/03/2024 4:50,38.5,53.28,
9/03/2024 4:40,38.51,53.14,
9/03/2024 4:30,38.52,53,
9/03/2024 4:20,38.54,52.86,
9/03/2024 4:10,38.55,52.72,
9/03/2024 4:00,38.56,52.58,
9/03/2024 3:50,38.58,52.44,
9/03/2024 3:40,38.59,52.3,
9/03/2024 3:30,38.6,52.17,
9/03/2024 3:20,38.6,53,
9/03/2024 3:10,38.57,52.85,
9/03/2024 3:00,38.54,52.71,
9/03/2024 2:50,38.51,52.57,
9/03/2024 2:40,38.48,52.43,
9/03/2024 2:30,38.46,52.29,
9/03/2024 2:20,38.43,52.15,
9/03/2024 2:10,38.4,52.01,
9/03/2024 2:00,38.37,51.87,
9/03/2024 1:50,38.35,51.73,
9/03/2024 1:40,38.24,53.3,
9/03/2024 1:30,38.28,53.09,
9/03/2024 1:20,38.32,52.88,
9/03/2024 1:10,38.35,52.68,
9/03/2024 1:00,38.39,52.47,
9/03/2024 0:50,38.43,52.27,
9/03/2024 0:40,38.46,52.06,
9/03/2024 0:30,38.5,51.86,
9/03/2024 0:20,38.54,51.65,
9/03/2024 0:10,38.57,51.45,
9/03/2024 0:00,38.54,51.9,
8/03/2024 23:50,38.5,52.11,
8/03/2024 23:40,38.46,52.32,
8/03/2024 23:30,38.42,52.53,
8/03/2024 23:20,38.38,52.74,
8/03/2024 23:10,38.35,52.95,
8/03/2024 23:00,38.31,53.16,
8/03/2024 22:50,38.27,53.37,
8/03/2024 22:40,38.23,53.58,
8/03/2024 22:30,38.2,53.79,
8/03/2024 22:20,38.41,52.27,
8/03/2024 22:10,38.36,52.61,
8/03/2024 22:00,38.32,52.95,
8/03/2024 21:50,38.28,53.28,
8/03/2024 21:40,38.24,53.62,
8/03/2024 21:30,38.2,53.96,
8/03/2024 21:20,38.16,54.29,
8/03/2024 21:10,38.12,54.63,
8/03/2024 21:00,38.08,54.97,
8/03/2024 20:50,38.04,55.3,
8/03/2024 20:40,37.98,52.74,
8/03/2024 20:30,38.03,53.09,
8/03/2024 20:20,38.08,53.43,
8/03/2024 20:10,38.13,53.78,
8/03/2024 20:00,38.18,54.12,
8/03/2024 19:50,38.22,54.47,
8/03/2024 19:40,38.27,54.81,
8/03/2024 19:30,38.32,55.16,
8/03/2024 19:20,38.37,55.5,
8/03/2024 19:10,38.41,55.84,
8/03/2024 19:00,38.09,54.04,
8/03/2024 18:50,38.12,54.32,
8/03/2024 18:40,38.15,54.6,
8/03/2024 18:30,38.18,54.88,
8/03/2024 18:20,38.21,55.16,
8/03/2024 18:10,38.24,55.44,
8/03/2024 18:00,38.27,55.72,
8/03/2024 17:50,38.3,56,
8/03/2024 17:40,38.33,56.28,
8/03/2024 17:30,38.35,56.55,
8/03/2024 17:20,38.38,55.35,
8/03/2024 17:10,38.32,54.02,
8/03/2024 17:00,38.26,52.69,
8/03/2024 16:50,38.21,51.36,
8/03/2024 16:40,38.15,50.03,
8/03/2024 16:30,38.1,48.7,
8/03/2024 16:20,38.04,47.37,
8/03/2024 16:10,37.99,46.04,
8/03/2024 16:00,37.93,44.71,
8/03/2024 15:50,37.88,43.39,
8/03/2024 15:40,37.23,21.29,
8/03/2024 15:30,37.35,25.27,
8/03/2024 15:20,37.47,29.24,
8/03/2024 15:10,37.59,33.21,
8/03/2024 15:00,37.71,37.18,
8/03/2024 14:50,37.83,41.15,
8/03/2024 14:40,37.95,45.12,
8/03/2024 14:30,38.07,49.09,
8/03/2024 14:20,38.19,53.06,
8/03/2024 14:10,38.3,57.03,
8/03/2024 14:00,38.48,54.58,
8/03/2024 13:50,38.43,51.98,
8/03/2024 13:40,38.38,49.38,
8/03/2024 13:30,38.34,46.78,
8/03/2024 13:20,38.29,44.18,
8/03/2024 13:10,38.25,41.59,
8/03/2024 13:00,38.2,38.99,
8/03/2024 12:50,38.16,36.39,
8/03/2024 12:40,38.11,33.79,
8/03/2024 12:30,38.07,31.2,
8/03/2024 12:20,38.1,55.31,
8/03/2024 12:10,38.14,52.73,
8/03/2024 12:00,38.17,50.15,
8/03/2024 11:50,38.2,47.58,
8/03/2024 11:40,38.23,45,
8/03/2024 11:30,38.26,42.42,
8/03/2024 11:20,38.29,39.85,
8/03/2024 11:10,38.32,37.27,
8/03/2024 11:00,38.35,34.69,
8/03/2024 10:50,38.38,32.12,
8/03/2024 10:40,38.66,55.22,
8/03/2024 10:30,38.6,54.98,
8/03/2024 10:20,38.54,54.75,
8/03/2024 10:10,38.49,54.51,
8/03/2024 10:00,38.43,54.28,
8/03/2024 9:50,38.38,54.04,
8/03/2024 9:40,38.32,53.81,
8/03/2024 9:30,38.27,53.57,
8/03/2024 9:20,38.21,53.34,
8/03/2024 9:10,38.16,53.11,
8/03/2024 9:00,38.35,53.8,
8/03/2024 8:50,38.38,53.34,
8/03/2024 8:40,38.41,52.88,
8/03/2024 8:30,38.44,52.43,
8/03/2024 8:20,38.47,51.97,
8/03/2024 8:10,38.49,51.51,
8/03/2024 8:00,38.52,51.06,
8/03/2024 7:50,38.55,50.6,
8/03/2024 7:40,38.58,50.14,
8/03/2024 7:30,38.6,49.69,
8/03/2024 7:20,38.6,16.37,
8/03/2024 7:10,38.53,20.46,
8/03/2024 7:00,38.47,24.54,
8/03/2024 6:50,38.41,28.62,
8/03/2024 6:40,38.35,32.7,
8/03/2024 6:30,38.28,36.79,
8/03/2024 6:20,38.22,40.87,
8/03/2024 6:10,38.16,44.95,
8/03/2024 6:00,38.1,49.03,
8/03/2024 5:50,38.04,53.11,
8/03/2024 5:40,38.6,53.32,
8/03/2024 5:30,38.57,52.99,
8/03/2024 5:20,38.54,52.67,
8/03/2024 5:10,38.51,52.34,
8/03/2024 5:00,38.48,52.02,
8/03/2024 4:50,38.46,51.69,
8/03/2024 4:40,38.43,51.37,
8/03/2024 4:30,38.4,51.04,
8/03/2024 4:20,38.37,50.72,
8/03/2024 4:10,38.35,50.4,
8/03/2024 4:00,38.54,52.09,
8/03/2024 3:50,38.49,51.92,
8/03/2024 3:40,38.44,51.75,
8/03/2024 3:30,38.39,51.59,
8/03/2024 3:20,38.34,51.42,
8/03/2024 3:10,38.3,51.25,
8/03/2024 3:00,38.25,51.09,
8/03/2024 2:50,38.2,50.92,
8/03/2024 2:40,38.15,50.75,
8/03/2024 2:30,38.11,50.59,
8/03/2024 2:20,38.16,52.51,
8/03/2024 2:10,38.21,52.29,
8/03/2024 2:00,38.26,52.08,
8/03/2024 1:50,38.31,51.86,
8/03/2024 1:40,38.36,51.65,
8/03/2024 1:30,38.4,51.43,
8/03/2024 1:20,38.45,51.22,
8/03/2024 1:10,38.5,51,
8/03/2024 1:00,38.55,50.79,
8/03/2024 0:50,38.59,50.58,
8/03/2024 0:40,38.5,50.45,
8/03/2024 0:30,38.45,50.78,
8/03/2024 0:20,38.41,51.1,
8/03/2024 0:10,38.37,51.43,
8/03/2024 0:00,38.32,51.75,
7/03/2024 23:50,38.28,52.08,
7/03/2024 23:40,38.24,52.4,
7/03/2024 23:30,38.19,52.73,
7/03/2024 23:20,38.15,53.05,
7/03/2024 23:10,38.11,53.37,
7/03/2024 23:00,38.04,53.74,
7/03/2024 22:50,38.09,53.5,
7/03/2024 22:40,38.14,53.26,
7/03/2024 22:30,38.19,53.02,
7/03/2024 22:20,38.24,52.78,
7/03/2024 22:10,38.29,52.54,
7/03/2024 22:00,38.34,52.3,
7/03/2024 21:50,38.39,52.06,
7/03/2024 21:40,38.44,51.82,
7/03/2024 21:30,38.48,51.59,
7/03/2024 21:20,38.38,50.73,
7/03/2024 21:10,38.34,50.96,
7/03/2024 21:00,38.31,51.18,
7/03/2024 20:50,38.28,51.4,
7/03/2024 20:40,38.25,51.62,
7/03/2024 20:30,38.22,51.85,
7/03/2024 20:20,38.19,52.07,
7/03/2024 20:10,38.16,52.29,
7/03/2024 20:00,38.13,52.51,
7/03/2024 19:50,38.1,52.73,
7/03/2024 19:40,38.11,51.46,
7/03/2024 19:30,38.16,50.92,
7/03/2024 19:20,38.21,50.39,
7/03/2024 19:10,38.26,49.86,
7/03/2024 19:00,38.31,49.32,
7/03/2024 18:50,38.35,48.79,
7/03/2024 18:40,38.4,48.26,
7/03/2024 18:30,38.45,47.72,
7/03/2024 18:20,38.5,47.19,
7/03/2024 18:10,38.54,46.66,
7/03/2024 18:00,38.09,44.33,
7/03/2024 17:50,38.35,41.22,
7/03/2024 17:40,38.6,38.11,
7/03/2024 17:30,38.85,35,
7/03/2024 17:20,39.1,31.89,
7/03/2024 17:10,39.35,28.78,
7/03/2024 17:00,39.6,25.67,
7/03/2024 16:50,39.85,22.56,
7/03/2024 16:40,40.1,19.45,
7/03/2024 16:30,40.35,16.34,
7/03/2024 16:20,38.6,58.21,
7/03/2024 16:10,38.57,58.04,
7/03/2024 16:00,38.54,57.87,
7/03/2024 15:50,38.51,57.71,
7/03/2024 15:40,38.48,57.54,
7/03/2024 15:30,38.46,57.38,
7/03/2024 15:20,38.43,57.21,
7/03/2024 15:10,38.4,57.05,
7/03/2024 15:00,38.37,56.88,
7/03/2024 14:50,38.35,56.72,
7/03/2024 14:40,38.59,56.68,
7/03/2024 14:30,38.54,55.97,
7/03/2024 14:20,38.5,55.26,
7/03/2024 14:10,38.46,54.55,
7/03/2024 14:00,38.42,53.84,
7/03/2024 13:50,38.37,53.14,
7/03/2024 13:40,38.33,52.43,
7/03/2024 13:30,38.29,51.72,
7/03/2024 13:20,38.25,51.01,
7/03/2024 13:10,38.21,50.31,
7/03/2024 13:00,38.16,22.03,
7/03/2024 12:50,38.24,25.77,
7/03/2024 12:40,38.32,29.51,
7/03/2024 12:30,38.4,33.25,
7/03/2024 12:20,38.48,36.99,
7/03/2024 12:10,38.55,40.72,
7/03/2024 12:00,38.63,44.46,
7/03/2024 11:50,38.71,48.2,
7/03/2024 11:40,38.79,51.94,
7/03/2024 11:30,38.86,55.67,
7/03/2024 11:20,38.85,55.42,
7/03/2024 11:10,38.82,55.29,
7/03/2024 11:00,38.8,55.16,
7/03/2024 10:50,38.78,55.03,
7/03/2024 10:40,38.76,54.9,
7/03/2024 10:30,38.74,54.78,
7/03/2024 10:20,38.72,54.65,
7/03/2024 10:10,38.7,54.52,
7/03/2024 10:00,38.68,54.39,
7/03/2024 9:50,38.66,54.27,
7/03/2024 9:40,38.84,54.62,
7/03/2024 9:30,38.87,54.43,
7/03/2024 9:20,38.9,54.24,
7/03/2024 9:10,38.93,54.06,
7/03/2024 9:00,38.96,53.87,
7/03/2024 8:50,38.99,53.68,
7/03/2024 8:40,39.02,53.5,
7/03/2024 8:30,39.05,53.31,
7/03/2024 8:20,39.08,53.12,
7/03/2024 8:10,39.1,52.94,
7/03/2024 8:00,39.11,52.46,
7/03/2024 7:50,39.08,52.66,
7/03/2024 7:40,39.05,52.85,
7/03/2024 7:30,39.02,53.04,
7/03/2024 7:20,38.99,53.24,
7/03/2024 7:10,38.96,53.43,
7/03/2024 7:00,38.93,53.62,
7/03/2024 6:50,38.9,53.82,
7/03/2024 6:40,38.87,54.01,
7/03/2024 6:30,38.85,54.2,
7/03/2024 6:20,39.12,52.77,
